Store Code,Mall/HS,Business Name,Zone,Zone New,City,State,Comment Date,Comment Date_NEW,Month_No.,Month,Quarter,Quarter,FY,Customer Response,Customer Rating,Sentiment,Response_Type
PMQ,Mall,Crocs,West Zone,West,Pune,Maharashtra,06-05-2024 20:09,06-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Really impressed with the service provided as got my crocs repaired immediately.,5,POSITIVE,In-Store Experience
MCP,High-Street,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,06-05-2024 20:33,06-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very Nice collection,5,POSITIVE,Product Assortment
DXL,High-Street,Metro Shoes,North Zone,North,New Delhi,Delhi,06-05-2024 20:38,06-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice Coolection,2,NEGATIVE,Product Assortment
GLM,Mall,Mochi Shoes,South Zone,South,Gulbarga,Karnataka,06-05-2024 21:48,06-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Fooling Public, worst leather . Don’t buy from Mochi Brand !",1,NEGATIVE,Product Quality
MCP,High-Street,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,07-05-2024 12:59,07-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice variety of shoes,3,NEUTRAL,Product Assortment
ALA,High-Street,Metro Shoes,North Zone,North,Ambala,Haryana,07-05-2024 20:33,07-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Worst experience ever. I bought a belly of tan color and just within a month it started peeled off. When I requested for exchange, they just gave me an irrelevant reason and even denied for repairing it. And the store manager was also so rude, he said what we can do in this, company sent it back and said it's an exceptional case and cannot be exchanged not even repaired.",1,NEGATIVE,In-Store Experience
BVM,High-Street,Mochi Shoes,West Zone,West,Bhopal,Madhya Pradesh,07-05-2024 21:01,07-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The products are great but the staff is arrogant and rude..,3,NEUTRAL,In-Store Experience
HHV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,07-05-2024 21:17,07-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very good,5,POSITIVE,In-Store Experience
BJQ,High-Street,Crocs,South Zone,South,Bangaluru,Karnataka,07-05-2024 22:25,07-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Pathetic customer service.
The attitude of the sales boys is so bad, they do not even show properly thinking they are rich people and others are worthless and cannot afford a croc.
Once we purchased they started talking to us asking for reviews.
Pathetic attitude -if we buy a croc there are vouchers given they did not even tell us, we bought two and got two vouchers and we got to know only after we came back home. They could have suggested to use the first voucher for the second one.
The face attitude is horrible - dude you are sales guys and do your duty, when I walk in to a Croc store I know what value it carries and would not waste my time. They do not even want to show us thinking we cannot afford.",1,NEGATIVE,In-Store Experience
PLM,Mall,Mochi Shoes,East Zone,East,Patna,Bihar,08-05-2024 07:27,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Expensive,4,POSITIVE,Product Pricing
LTR,High-Street,Metro Shoes,West Zone,West,Latur,Maharashtra,08-05-2024 10:43,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Product quality is worst..,1,NEGATIVE,Product Quality
LKR,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,08-05-2024 11:24,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good collections,4,POSITIVE,Product Assortment
CWT,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,08-05-2024 11:29,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Need better collections,3,NEUTRAL,Product Quality
CWT,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,08-05-2024 11:29,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Need better collections,3,NEUTRAL,Product Quality
PDM,High-Street,Mochi Shoes,South Zone,South,Pondicherry,Pondicherry,08-05-2024 11:57,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Good customer service .
Rajesh and co were supportive in finding right models for customer .
But kindly have models in sizes 12 and 13 so rating 4/5",4,POSITIVE,In-Store Experience
DRQ,High-Street,Crocs,North Zone,North,New Delhi,Delhi,08-05-2024 12:01,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The number given in the site is wrong as when o called him the person who picked up the call reply he is in another place not crocs so please change the number,1,NEGATIVE,In-Store Experience
BLQ,Mall,Crocs,South Zone,South,Bangaluru,Karnataka,08-05-2024 15:18,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent,5,POSITIVE,In-Store Experience
BLU,Mall,Metro Shoes,South Zone,South,Bangaluru,Karnataka,08-05-2024 15:19,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Excellent,5,POSITIVE,In-Store Experience
BLQ,Mall,Crocs,South Zone,South,Bangaluru,Karnataka,08-05-2024 15:20,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Extraordinary,5,POSITIVE,In-Store Experience
CMM,Mall,Mochi Shoes,East Zone,East,Kolkata,West Bengal,08-05-2024 18:51,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,A particular shop help insults customers to support rogue salesperson of other stores like Louis Phillipe inside washroom(in this case the 1st floor washroom)of the Mani Square shopping mall and uses vulgur words for the same . The store management should ensure such errant employees are brought to book as they spoil the experience of loyal customers of more than 2 decades like me and may actually prevent us from visiting the store and give business.,1,NEGATIVE,In-Store Experience
BSQ,High-Street,Crocs,South Zone,South,Bangaluru,Karnataka,08-05-2024 20:07,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very less options. They dont have latest models released by crocs. Mostly all are old models,1,NEGATIVE,Product Assortment
PBM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,08-05-2024 21:58,08-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,It's too good but little bit expensive,5,POSITIVE,Product Pricing
BVL,High-Street,Metro Shoes,West Zone,West,Mumbai,Maharashtra,09-05-2024 09:35,09-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Well located showroom. Good collection and excellent convincing sales team. We would all wish our sales team were all politely aggressive as this store team.

By the time you understand all the slow persistent suggestions, you have agreed to spend almost 10k. The sales guys target achieved. Happy to note that. Not complaining.",5,POSITIVE,Product Assortment
KOQ,High-Street,Crocs,South Zone,South,Kottayam,Kerala,09-05-2024 15:01,09-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Not bad,3,NEUTRAL,In-Store Experience
SIM,High-Street,Mochi Shoes,East Zone,East,Siliguri,West Bengal,09-05-2024 15:28,09-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Really good collection and very helpful staff!,5,POSITIVE,In-Store Experience
JBM,High-Street,Mochi Shoes,West Zone,West,Jabalpur,Madhya Pradesh,09-05-2024 19:25,09-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Not bad,2,NEGATIVE,In-Store Experience
KOQ,High-Street,Crocs,South Zone,South,Kottayam,Kerala,09-05-2024 19:26,09-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Not bad,2,NEGATIVE,In-Store Experience
MEQ,Mall,Crocs,South Zone,South,Chennai,Tamil Nadu,10-05-2024 02:10,10-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Best range of designs,5,POSITIVE,Product Assortment
VNM,High-Street,Mochi Shoes,North Zone,North,Varanasi,Uttar Pradesh,10-05-2024 10:23,10-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"I must say don't bring the shoes from mochi. Very bad quality. Like unchi dukan fikhi pakwan. I'm purchase 1 long boot for mochi outlet from Varanasi rs.6000/- but after 2 day shoes sole is broken, I'm given the shoes to shop he returned but again same problem broken the Sol. It's 3 times facing problem. And shop keeper behaviour is very bad.",1,NEGATIVE,Product Quality
BVS,Mall,Metro Shoes,South Zone,South,Bangaluru,Karnataka,10-05-2024 12:58,10-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"They put different shoes on my head, I wear this pairs in my marriage ( I don't know how they match shoes without knowledge",1,NEGATIVE,In-Store Experience
HPM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,10-05-2024 17:13,10-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Designs of the footwear that Mochi offers is a mix of old and modern styles, which I like. However, there were not many designs to choose from when compared with online. Felt price was also a bit high compared with online. I needed a footwear on urgent basis so had to go for it. Staff here were accommodating.",3,NEUTRAL,In-Store Experience
PBQ,High-Street,Crocs,East Zone,East,Patna,Bihar,10-05-2024 19:59,10-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Prices are extremely high as compared to online,1,NEGATIVE,Product Pricing
MGS,Mall,Metro Shoes,South Zone,South,Mangalore,Karnataka,11-05-2024 14:00,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Worst service . Never buy here as they give the display piece of which shoes look so worn out,1,NEGATIVE,Product Quality
KOT,High-Street,Metro Shoes,South Zone,South,Kottayam,Kerala,11-05-2024 15:47,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good collection,5,POSITIVE,Product Assortment
PMQ,Mall,Crocs,West Zone,West,Pune,Maharashtra,11-05-2024 16:44,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good People ..and very helpfull,5,POSITIVE,In-Store Experience
PMQ,Mall,Crocs,West Zone,West,Pune,Maharashtra,11-05-2024 17:46,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,A very friendly store. Will fulfill all your Footwear requirements.,5,POSITIVE,Product Assortment
PBM,High-Street,Mochi Shoes,East Zone,East,Patna,Bihar,11-05-2024 18:07,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Worst service from this store.
No proper response, no exact solution of my problems with product. They only make bluffs to distract the customer.
I'm disappointed by there service. From now onwards NO Mochi.",1,NEGATIVE,In-Store Experience
DKN,High-Street,Metro Shoes,North Zone,North,New Delhi,Delhi,11-05-2024 19:13,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Selling copy articles, Worst behaviour with costumers, never visit.",1,NEGATIVE,Product Quality
KST,High-Street,Metro Shoes,South Zone,South,Kochi,Kerala,11-05-2024 21:11,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very rude staff. They don't know what's customers care. Pathetic,1,NEGATIVE,In-Store Experience
KST,High-Street,Metro Shoes,South Zone,South,Kochi,Kerala,11-05-2024 22:03,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"If there was a option to put negative star would have posted the same. The Manager at the store should be changed if this business has to prosper. You have a lost a customer who at the min would have taken atleast 15pairs from across your stores, but because of this one person you have lost a customer.",1,NEGATIVE,In-Store Experience
DNL,High-Street,Metro Shoes,South Zone,South,Dindigul,Tamil Nadu,11-05-2024 22:22,11-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Hi this is Siva, brand is next 1st of all handling was amazing 😍 kind person Surya and Ashraf we r enter closing time but both r treat with smiling faces 😁",5,POSITIVE,In-Store Experience
COQ,Mall,Crocs,East Zone,East,Kolkata,West Bengal,12-05-2024 01:55,12-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"The senior person with glasses is very rude to customers. I’m a long time user of Crocs but visited Crocs South City for the first time today and requested him to show me a sample to try.
He didn’t even show us the shoes taking them down from the display.
Absolutely pathetic behaviour from Crocs South City.",1,NEGATIVE,In-Store Experience
HYD,High-Street,Metro Shoes,South Zone,South,Hyderabad,Telangana,12-05-2024 07:51,12-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Cheap price you get better shoes,5,POSITIVE,Product Pricing
HCQ,Mall,Crocs,South Zone,South,Hyderabad,Telangana,12-05-2024 09:56,12-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Store people are least interested and doesn't listen to us,very pathetic experience this is the 2nd time for me facing the issue.Worst Store",1,NEGATIVE,In-Store Experience
MSM,High-Street,Mochi Shoes,South Zone,South,Chennai,Tamil Nadu,12-05-2024 12:15,12-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,nice collection,5,POSITIVE,Product Assortment
BKQ,High-Street,Crocs,South Zone,South,Bangaluru,Karnataka,13-05-2024 17:30,13-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Limited options for kids.  Parking is difficult. The staff is courteous and helpful.,3,NEUTRAL,In-Store Experience
RMM,Mall,Mochi Shoes,East Zone,East,Raipur,Chhattisgarh,13-05-2024 19:55,13-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Today I visited mochi shoes store at magneto mall raipur and I gated good service 👍👍👍👍,5,POSITIVE,In-Store Experience
KCP,High-Street,Metro Shoes,South Zone,South,Kanchipuram,Tamil Nadu,14-05-2024 02:10,14-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Bad Service. Bad Staffs. I went with my family on Saturday. Tht tall guy seeing my wife,  very  worst Behavior.... His name is Rizwan.. wanna complaint against him...",1,NEGATIVE,In-Store Experience
TIM,High-Street,Mochi Shoes,South Zone,South,Tirupati,Andhra Pradesh,14-05-2024 06:05,14-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service,5,POSITIVE,In-Store Experience
LBV,High-Street,Walkway Shoes,North Zone,North,Lucknow,Uttar Pradesh,14-05-2024 14:30,14-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The staff behavior is very good and helpful in selecting shoes,4,POSITIVE,In-Store Experience
BJQ,High-Street,Crocs,South Zone,South,Bangaluru,Karnataka,14-05-2024 17:01,14-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Highly unprofessional...The staff name is  Abdul don't care about any concerns raised.

I recently went to this store regarding repair for my crocs. The staff without even properly checking said it cannot be repaired..When I started to complain a little they totally ignored me and didn't even try to listen to what I was saying.
I will upload Bill and Slipper photo's  I purchased just before 2months back

Pls Don't buy this jayanagara shop",1,NEGATIVE,In-Store Experience
BGV,High-Street,Walkway Shoes,South Zone,South,Bangaluru,Karnataka,14-05-2024 17:52,14-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good collection and helpful staff especially Alam.,5,POSITIVE,In-Store Experience
ALV,High-Street,Walkway Shoes,West Zone,West,Alwar,Rajasthan,14-05-2024 18:13,14-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,I like metro,5,POSITIVE,In-Store Experience
HFV,Mall,Walkway Shoes,South Zone,South,Hyderabad,Telangana,14-05-2024 19:17,14-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice staff,5,POSITIVE,In-Store Experience
HKV,High-Street,Walkway Shoes,South Zone,South,Hyderabad,Telangana,14-05-2024 19:58,14-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Amazing customer service
Salesperson is customer friendly
And very patient
Amazing products at affordable rates
Definitely recommended",5,POSITIVE,In-Store Experience
ALV,High-Street,Walkway Shoes,West Zone,West,Alwar,Rajasthan,15-05-2024 00:13,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Salesman is very good personality. Nice way of talking,5,POSITIVE,In-Store Experience
TIV,High-Street,Walkway Shoes,South Zone,South,Thiruvallur,Tamil Nadu,15-05-2024 11:50,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good salesperson care,5,POSITIVE,In-Store Experience
HUV,Mall,Walkway Shoes,South Zone,South,Hubli,Karnataka,15-05-2024 12:40,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good,5,POSITIVE,In-Store Experience
PJQ,High-Street,Crocs,West Zone,West,Pune,Maharashtra,15-05-2024 12:52,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"I had a very pleasant experience at Crocs Deccan Gymkhana, Pune. Manager , Siddharth Sharma was very cooperative in replacement of my Crocs shoes with a smile. Overall experience was really good , thank you Siddharth",5,POSITIVE,In-Store Experience
ABQ,High-Street,Crocs,West Zone,West,Ahmedabad,Gujarat,15-05-2024 13:21,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Chinese crocs..... initially good but later it was causing sweating and smelling...... costly.,3,NEUTRAL,Product Pricing
NKV,Mall,Walkway Shoes,West Zone,West,Nashik,Maharashtra,15-05-2024 13:41,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,It was a great experience. The staff helped a lot for the purchase,5,POSITIVE,In-Store Experience
LAV,High-Street,Walkway Shoes,North Zone,North,Lucknow,Uttar Pradesh,15-05-2024 14:20,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Your product laddies chappal purchased, gets upper layer displaced , so this costly product not utilized.",1,NEGATIVE,Product Quality
ABQ,High-Street,Crocs,West Zone,West,Ahmedabad,Gujarat,15-05-2024 14:28,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Crocs company showroom with average collection, online is giving better option & price",3,NEUTRAL,Product Assortment
HUV,Mall,Walkway Shoes,South Zone,South,Hubli,Karnataka,15-05-2024 14:59,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good service diler khan bhai,5,POSITIVE,In-Store Experience
MDQ,Airport,Crocs,West Zone,West,Mumbai,Maharashtra,15-05-2024 15:39,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Nice shop...keep it up,5,POSITIVE,In-Store Experience
KOL,High-Street,Metro Shoes,South Zone,South,Kollam,Kerala,15-05-2024 15:42,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,We purchased a bag from metro and when we get back to them after 1 week since it's damaged after a week usage and once we went to this store the person who handled Mr. Aboobeckor (that's what he told his name but not sure as he was not ready to share his name) was rude and he is telling do what ever we want and was not ready to change the bag. What is the benefit of purchasing this brand when it's getting damaged easily and the have to face the worst service as well.  we are a regular customer of metro shoes not bags and first time going to this branch in Kollam.. Worst service ever from this branch. Should have to take action for such behavior.,1,NEGATIVE,In-Store Experience
MVS,High-Street,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,15-05-2024 16:17,15-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Went to buy a slipper and it was not delivered due to logistic issue and store manager promptly refunded me the money.,5,POSITIVE,Product Assortment
CTR,High-Street,Metro Shoes,South Zone,South,Coimbatore,Tamil Nadu,16-05-2024 09:02,16-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Good.,4,POSITIVE,In-Store Experience
PMM,Mall,Mochi Shoes,West Zone,West,Pune,Maharashtra,16-05-2024 09:53,16-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Ali was very patient and helpful in delivering excellent customer service. This store has a variety of footwear to choose from, especially designs that would go well with Indian outfits. I highly recommend going here.",5,POSITIVE,In-Store Experience
CLQ,Mall,Crocs,East Zone,East,Kolkata,West Bengal,16-05-2024 10:41,16-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Shop closed 10 am,1,NEGATIVE,In-Store Experience
HUM,Mall,Mochi Shoes,South Zone,South,Hubli,Karnataka,16-05-2024 11:02,16-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,The product quality was good &it was a great buying experience at Mochis Urban Oasis Hubli. Highly recommend.,5,POSITIVE,Product Quality
MDY,High-Street,Metro Shoes,South Zone,South,Chennai,Tamil Nadu,16-05-2024 11:34,16-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very limited kids collection,3,NEUTRAL,Product Assortment
DCM,Mall,Mochi Shoes,East Zone,East,Dhanbad,Jharkhand,16-05-2024 13:26,16-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,Very nice,5,POSITIVE,In-Store Experience
HNM,High-Street,Mochi Shoes,South Zone,South,Hyderabad,Telangana,16-05-2024 13:32,16-05-2024,5,B. MAY,Q1(AMJ),Q1,FY24-25,"Like Anna nagar, this branch also have a good collection and customer service",5,POSITIVE,Product Assortment
